사업장명,병상수
경희참한의원,0
바른이웃치과의원,0
강남위튼내과의원,0
에스정신건강의학과의원,0
치아나라치과의원,0
금천키다리정신건강의학과의원,0
연세고마운치과의원,0
이장교내과의원,0
한양의원,0
서울초이스치과의원,0
유아이씨시카고치과의원,0
박선병치과의원,0
계피부과의원,0
이상구신경과의원,0
주치과의원,0
서울이치과의원,0
영등포구보건소,0
한사랑한의원,0
제이씨빛소망안과의원,20
로뎀나무내과의원,0
양평연세이비인후과의원,0
서울프라임치과의원,0
굿모닝재활의학과의원,0
류마앤정내과의원,0
원치과의원,0
임흥각내과의원,0
참조은치과의원,0
백근욱내과의원,0
서울더봄치과의원,0
양평성모의원,0
대명한의원,0
연세진소아청소년과의원,2
행파한의원,0
아이엔여기한의원,0
사람사랑치과의원,0
내령당한의원,0
베스탑비뇨기과의원,0
제흥한의원,0
가족사랑서울정신건강의학과의원,0
마리아내과의원,0
웃는아이소아청소년과의원,0
이화한의원,0
제일진단방사선과의원,4
본디올대림한의원,0
연세노블의원,0
글로웰의원,0
휘담메디한의원,0
아이행복가정의학과의원,0
백내과의원,0
정민치과의원,0
제중한의원,0
남서울한의원,0
김준호의원,0
양치과의원,0
이상태산부인과의원,0
정종윤치과의원,0
태창한의원,0
애플치과의원,0
이사랑서울치과의원,0
윤정석치과의원,0
명성치과의원,0
라메르산부인과의원,0
뉴욕이치과의원,0
연세봄치과의원,0
현대치과의원,0
의료법인 창덕의료재단 필립의원,3
대방한의원,0
당산치과의원,0
한독치과의원,0
김정기내과의원,0
영등포성모치과의원,0
유진한의원,0
청조치과의원,0
파티마의원,0
우리들치과의원,0
김지수치과의원,0
보제한의원,0
제열한의원,0
한성의원,0
대림정형외과의원,0
연세플러스치과의원,0
성모정신과의원,0
연세미엔의원,0
우리이비인후과의원,0
백경치과의원,0
서울우리내과의원,0
연세이편한치과의원,0
우리연세이비인후과의원,0
연세가정의학과의원,0
미소치과의원,0
굿모닝치과의원,0
생명나무한의원,0
진한의원,0
조은내과의원,0
용한의원,0
엠스치과의원,0
더클래식치과의원,0
신남영상의학과의원,0
e-좋은치과의원,0
이지용비뇨기과의원,0
신한한의원,0
박준형내과의원,0
신창내과의원,0
서울제이치과의원,0
도성한의원,0
세명치과의원,0
남부제일마취통증의학과의원,0
구이비인후과의원,0
여인호치과의원,0
클린업피부과의원,0
연세리더스치과의원,0
광동한의원,0
여의도예치과의원,0
이혜영치과의원,0
손화진치과의원,0
갤러리치과의원,0
크리스트의원,0
제일중앙치과의원,0
위드치과의원,0
서울앤연세이비인후과의원,0
박진소아청소년과의원,0
연세덕원치과의원,0
계남한의원,0
김열회산부인과의원,0
우리들외과의원,0
우일치과의원,0
최진욱내과의원,0
파인트리치과의원,0
해온치과의원,0
김종률내과의원,0
수연한의원,0
연세우수의원,0
명소아청소년과의원,0
수원한의원,0
김이비인후과의원,0
영등포종도외과의원,10
영생한의원,0
미주치과의원,0
스마일치과의원,0
협성한의원,0
이중연내과의원,0
박원주이비인후과의원,0
조앤윤치과의원,0
로얄치과의원,0
명치과의원,0
민중치과의원,0
나종길광생한의원,0
민이비인후과의원,0
봄비뇨기과의원,0
진치과의원,0
한마음내과의원,0
한국방송공사케이비에스치과의원,0
한강한의원,0
경희한의원,0
신풍한의원,0
하나의원,0
신세계한의원,0
삼성치과의원,0
우리치과의원,0
정문기치과의원,0
안앤유치과의원,0
고이비인후과의원,5
김종철성형외과의원,0
조철호치과의원,0
한승열치과의원,0
금강한의원,0
이영천내과의원,0
남비뇨기과의원,0
미소그린치과의원,0
에스에프수정부부치과의원,0
서울앤치과의원,0
연세엘치과의원,0
원플러스치과의원,0
경희당한의원,0
행복한치과의원,0
용피부과의원,0
문현창내과의원,0
여의도치과의원,0
최하주소아청소년과의원,0
미림치과의원,0
금강치과의원,0
백상치과의원,0
서울의료복지사회적협동조합우리네한의원,0
열린마음의원,0
좋은우리치과의원,0
밸런스가정의학과의원,0
서울현치과의원,0
대우명소아과의원,0
신풍산부인과의원,0
온지당한의원,0
베드로의원,0
김정묵내과의원,11
영신치과의원,0
최혜석이비인후과의원,0
임종원한의원,0
박내과의원,0
이중헌치과의원,0
정연진치과의원,0
김병우치과의원,0
연세그린이치과의원,0
푸른치과의원,0
성모외과의원,0
고운이치과의원,0
유기종치과의원,0
한빛치과의원,0
테마한의원,0
늘사랑한의원,0
앰앤드디치과의원,0
서울중앙마취통증의학과의원,0
당산한의원,0
중국보건당한의원,0
삼성정형외과의원,0
연세의원,0
미즈필치과의원,0
김두영정형외과의원,0
김원식치과의원,0
우신한의원,0
다이아몬드치과의원,0
최승규치과의원,0
보원당한의원,0
세란의원,0
여의도엘림내과의원,0
에스앤유서울미소치과의원,0
권가정의학과의원,0
고태용이비인후과의원,0
라파엘여성의원,0
남상치과의원,0
당산원치과의원,0
연세탄탄재활의학과의원,0
신풍마디튼튼의원,0
아산엘비뇨의학과의원,0
뷰티삼육오성형외과의원,0
밝은빛성모안과의원,0
엠디케이메드의원,0
행복준내과의원,0
라임정신건강의학과의원,0
비에프작은별피부과의원,0
근로복지공단 서울의원,0
서울스타의원,0
도토리한의원,0
제미수소아청소년과의원,0
삼성바른내과의원,0
신길베스트마취통증의학과의원,0
예림치과의원,0
서원필피부과의원,0
WE(더블유이)의원,0
하이뷰티의원,0
태윤한의원,24
더바른성모정형외과의원,0
미소현치과의원,0
서울본재활의학과의원,0
선유도한의원,0
세실치과의원,0
영등포원안과의원,0
인우한의원,0
제이엠가정의학과의원,0
삼성필정형외과의원,0
여의도상한가의원,0
성모바로이비인후과의원,1
아산케이의원,0
당산튼튼본의원,0
에이치의원,0
성모가정의원,0
나눔명품한의원,0
당산수치과의원,0
이상철마취통증의학과의원,0
리센트의원,0
연세더블유산부인과의원,0
문래코아이비인후과의원,2
리즈한의원,0
연세온정신건강의학과의원,0
젤편한치과의원,0
선유도정형외과의원,0
여의도정성한의원,0
성모365신경외과의원,0
스위스정신건강의학과의원,0
대림서울치과의원,0
화인마취통증의학과의원,0
사랑한의원,0
마인드터치정신건강의학과의원,0
좋은숨김동규내과재활의학과의원,0
연세감동치과의원,0
엠플란트54치과의원,0
신길연세이비인후과의원,0
서울아이사랑치과의원,0
삼성맑은이비인후과의원,0
연세라파엘의원,0
바를정마취통증의학과의원,0
연세라벤더치과교정과치과의원,0
365열린의원,0
서울삼성내과의원,0
88월드치과의원,0
문래한마음내과의원,0
명인한의원,10
서울센텀구강내과치과의원,0
여의도본라인한의원,0
삼성이앤혁의원,0
경희부강한의원,0
서울삼육오의원,0
우리안과의원,0
에스앤제이신경외과의원,5
디샤인의원,0
에스엔유성형외과의원,0
서울복지의원,0
유스의원,0
아르케정신건강의학과의원,0
영등포서영정신건강의학과의원,0
영등포우리치과의원,0
성모속튼튼내과의원,0
문래마주봄한의원,0
푸른잎한의원,0
연세봄날정신건강의학과의원,0
박석규내과의원,0
연세디딤정형외과의원,0
당산숲정신건강의학과의원,0
파크원현대엠치과의원,0
어나더치과의원,0
365탄탄한의원,9
더리버피부과의원,0
파크원연세마디의원,0
새봄한의원,0
블루비뇨의학과의원,1
하늘이비인후과의원,0
청담고려한의원,0
연세우리들치과의원,0
신길바른몸한의원,0
연세영등포내과의원,0
이덕기내과의원,0
여의공감성형외과의원,0
손발튼튼정형외과의원,0
디앤써피부과의원,0
여의도아라외과의원,0
에스케이내과의원,0
본라인한의원,0
서울차온치과의원,0
덕상한의원,0
타임리턴의원,0
더온한의원,10
서울엔마취통증의학과의원,0
노보믹스의원,0
그래정신건강의학과의원,0
메이린의원,0
서울제일의원,0
어바인피부과의원,0
아이비이비인후과의원,1
킴앤리소아청소년과이비인후과의원,0
가톨릭정형외과의원,0
서울맑은치과의원,0
(의) 열린의료재단 영등포열린의원,0
이화퀸산부인과의원,0
세종정형외과의원,0
연세리앤피부과의원,0
연세안과의원,0
박윤규성형외과의원,2
디오피부과의원,0
상쾌한이비인후과의원,0
서울스마트치과의원,0
유앤아이의원,0
서울수치과의원,0
새싹사랑치과의원,0
한국의학연구소 케이엠아이여의도의원,0
여의도이플러스치과의원,0
미앤드플라워치과의원,0
수인치과의원,0
경원치과의원,0
지엘지치과의원,0
햇살가득한치과의원,0
더이룸치과의원,0
화이트플러스치과의원,0
연세원치과의원,0
당산서울치과의원,0
화이트치과의원,0
미연세치과의원,0
삼성미래치과의원,0
서울복음치과의원,0
미래이치과의원,0
권내과의원,0
한국의료재단 아이에프씨의원,0
가톨릭권정형외과의원,23
더블유치과의원,0
윤문수비뇨기과의원,2
예성내과의원,0
늘사랑치과의원,0
속편한내과의원,18
미앤미치과의원,0
여의도베스트덴치과의원,0
서울미소치과의원,0
이튼치과의원,0
이플랜트치과의원,0
조은치과의원,0
아름다운치과의원,0
키즈웰치과의원,0
이즈치과의원,0
영등포정마취통증의학과의원,0
웰치과의원,0
영등포이안과의원,2
로앤산부인과의원,0
덴티스킨치과의원,0
여의도통사의원,0
기앤미의원,0
서울아크로치과의원,0
휴엘재활의학과의원,0
서울내과의원,0
연세반디치과교정과치과의원,0
미소짓는한의원,0
미엘르의원,0
이지한의원,0
우리가족한의원,0
삼육오속편한내과의원,0
삼성마취통증의학과의원,0
서울굿모닝치과의원,0
김환열내과의원,0
경희바른선한의원,0
바로에스마취통증의학과의원,0
더봄재활의학과의원,0
한국정형외과의원,2
오케이치과의원,0
유쾌한비뇨기과의원,0
맑은숲한의원,10
퀸즈피부과의원,0
영등포재활의학과의원,0
세인트여성의원,0
우리편한내과의원,4
경희윤동학한의원,0
제인중국한의원,0
참조은피부과의원,0
연세바른이치과의원,0
김포한의원,0
소담한의원,0
한빛내과의원,0
여의신광한의원,0
노상우가정의학과의원,0
나의미래피부과의원,0
예스항외과의원,9
당산오플란트치과의원,0
굿본재활의학과의원,0
탑이비인후과의원,0
여의도상쾌한이비인후과의원,0
오동나무한의원,0
바른약속치과의원,0
국제모아치과의원,0
리체안한의원,0
연세이엔박치과의원,0
우리홍안과의원,0
여의도서울의원,0
네이버치과의원,0
우리오내과의원,0
서울의원,0
이삭신경과의원,0
생강의료생활협동조합 돋움의원,0
서울바른정치과의원,0
연세부영가정의학과의원,0
바르다정치과의원,0
메이퓨어의원,0
이앤씨치과의원,0
신길하나치과의원,0
연세푸른내과의원,0
진성한의원,0
영일한의원,0
경희궁한의원,0
경희몸편한한의원,0
여의도경희한의원,0
경희양평한의원,0
서울선샤인치과의원,0
홍우바른이치과의원,0
서울스마일치과의원,0
도림편한내과의원,0
이강원이비인후과의원,0
원덴탈솔루션치과의원,0
늘푸른지에스치과의원,0
연세고른이치과의원,0
베스트산부인과의원,2
조맹제정신건강의학과의원,0
성모마취통증의학과의원,0
연세더순수치과의원,0
신풍미소치과의원,0
서울보리치과의원,0
안준석한의원,0
최상윤치과의원,0
장철이비인후과의원,0
아람연세소아청소년과의원,0
서울웰치과의원,0
아산팔팔의원,0
아나파의원,0
쿨맨남성의원,0
김명래치과의원,0
스마일정형외과의원,2
장준혁한의원,0
인애한의원,0
좋은날치과의원,0
꽃세산부인과의원,0
내이플란트치과의원,0
정의원,0
키즈앤패밀리치과의원,0
동서한의원,0
여의도삼성정신건강의학과의원,0
삼성키즈소아청소년과의원,0
신길경희한의원,0
한솔경희한의원,0
연세센트럴소아청소년과의원,0
서울생생정형외과의원,0
아크로내과의원,0
동성한의원,0
아름드리한의원,0
림스내과의원,0
선의원,0
본안과의원,0
장지은내과의원,0
서울미플란트치과의원,0
당산삼보한의원,0
정담한의원,0
삼성의원,0
연세아이에프씨치과의원,0
사랑의치과의원,0
김철수가정의학과의원,0
이엘치과의원,0
와이플란트치과의원,0
예인소아청소년과의원,0
연세내과의원,0
우리정형외과의원,0
화인한의원,0
밝은최안과의원,0
임이비인후과의원,0
서울더좋은치과의원,0
케어빌한의원,0
지노치과의원,0
삼성드림소아청소년과의원,0
지디스치과의원,0
바른한의원,0
전영완한의원,0
서울란트치과의원,0
조아라한의원,0
인수한의원,0
연세사랑재활의학과의원,0
연세선우치과의원,0
자연산부인과의원,0
아나파한의원,0
골든정형외과의원,7
송원한의원,0
경희우소홍한의원,0
어니스트여성의원,0
사회복지법인 서울가톨릭사회복지회 요셉의원,1
타워비뇨기과의원,3
메이플치과의원,0
윤이비인후과의원,0
연세오앤킴의원,0
봄여름가을겨울피부과의원,0
다미의원,0
연세이좋은치과의원,0
다통한여의도의원,10
덕수의료재단 덕수당한의원,0
백년한의원,0
본정형외과의원,0
신길스마트치과의원,0
명성한의원,0
우리연합의원,0
여의도의원,0
신길재활의학과의원,0
연세본정형외과의원,2
연세준내과의원,0
성모참플러스정형외과의원,0
루아한의원,0
김앤정치과의원,0
홍제한의원,0
베세토치과의원,0
일맥한의원,0
진남한의원,0
연세미엘치과의원,0
대림봄치과의원,0
류한의원,0
예스마취통증의학과의원,0
석비뇨기과의원,0
아란태산부인과의원,24
경희다온한의원,0
구궁당한의원,0
신의의원,0
존스킨한의원,0
365엠씨람스의원,0
노벨의원,0
통달한의원,0
에스치과의원,0
국민건강내과의원,2
우렁찬한의원,0
이화미의원,0
맥마취통증의학과의원,0
지앤유산부인과의원,0
수한의원,0
한가정신경과의원,0
하얀나라린피부과의원,0
참본정형외과의원,0
연세휴재활의학과의원,0
이지함피부과의원,0
서울에이치과의원,0
연세보람정형외과의원,0
미소로한의원,0
경희우리한의원,0
아름다운미의원,0
아산진내과의원,0
서울연세감성치과의원,0
여의도바른내과의원,0
행복드림내과의원,0
여의도튼튼척의원,0
서울엔비뇨의학과의원,0
여의도쉼정신건강의학과의원,0
서울팔팔치과의원,0
연세행복한가정의학과의원,0
마메모메한의원,0
일상정신건강의학과의원,0
여의도힐정신건강의학과의원,0
베토벤이비인후과의원,0
성모진마취통증의학과의원,0
가이드치과의원,0
라마르의원,0
연세바른정형외과의원,1
닥터플란트치과의원,0
연세골드의원,0
365이수진한의원,0
연세우리소아청소년과의원,0
시카고부부치과의원,0
박상윤안과의원,0
박태웅비뇨기과의원,0
최이비인후과의원,0
원일한상룡내과의원,0
한소아청소년과의원,0
박경웅마취통증의학과의원,0
에이스치과의원,0
닥터디자이너의원,0
미앤미의원,0
송제한의원,0
준한의원,0
블루릿지의원,0
비즈성형외과의원,0
대명앰알씨티의원,29
라엘정신건강의학과의원,49
함께하는치과의원,0
경희가온한의원,0
아비쥬의원,0
대림기독치과의원,0
배내과의원,0
광장한의원,0
마이스터치과의원,0
당산정형외과의원,0
선한의원,10
문래성모안과의원,0
당산상쾌한이비인후과의원,0
노블클래식의원,0
이정열한의원,0
경희살힘한의원,0
손안과의원,0
정해익소아청소년과의원,0
보명한의원,0
연세바른내과의원,0
신길서울좋은치과의원,0
홍재한의원,0
유앤유외과의원,3
여의도이비인후과의원,1
신길연세365의원,0
다미산부인과의원,0
류운석내과의원,0
로하스의원,0
아침나무한의원,0
미소정원치과의원,0
로뎀치과의원,0
강남초이스정형외과의원,0
예스의원,0
박명석내과의원,0
경희해바라기한의원,0
신익순한의원,0
라온치과의원,0
사랑의원,0
미소랑치과의원,0
아산정형외과의원,22
협성재활의학과의원,0
영치과의원,0
명치과의원,0
목고박치과의원,0
박석준성모내과의원,0
이우주치과의원,0
노박의원,18
김영준소아청소년과의원,0
다사랑한의원,0
상쾌한이치과의원,0
샛별안과의원,0
서울플러스치과의원,0
리엔뉴의원,0
경희본한의원,0
반듯한치과의원,0
에이치엘의원,0
아이엘산부인과소아청소년과의원,7
햇살정형외과의원,0
연세그린의원,0
캘리포니아세브란스치과의원,0
보스톤서울치과의원,0
오플란트치과의원,0
헬스메디한의원,0
뉴연세이비인후과의원,1
영등포연세이편한치과의원,0
으랏차정형외과의원,0
2080치과의원,0
제일한의원,0
예담한의원,0
경희솔한의원,0
미가온한의원,0
수내과의원,0
퍼스트치과의원,0
박상준의원,0
서울그랜드치과의원,0
몸한의원,0
뉴신길한의원,0
여의도이치과의원,0
오정신건강의학과의원,0
하얀치과의원,0
미소최치과의원,0
박금자산부인과의원,0
김예원내과의원,0
서울유니언이비인후과의원,0
세인산부인과의원,3
서울대윤치과의원,0
덕인한의원,0
지앤미치과의원,0
소나무한의원,0
이치과의원,0
이앤장치과의원,0
이재성의원,0
도림한의원,0
윤중의원,0
남서울치과의원,0
닥터킴이비인후과의원,1
영등포성모안과의원,0
이제영치과의원,0
정해주한의원,0
현대한의원,0
원일정형외과의원,0
여의도한의원,0
소망치과의원,0
백정훈치과의원,0
연세이충호산부인과의원,2
윤민소아청소년과의원,0
양영식정형외과의원,0
화안피부과의원,0
박치과의원,0
이영석치과의원,0
문성당한의원,0
여의도세브란스치과의원,0
전명숙신경정신과의원,0
이상철한의원,0
CNP차앤박피부과의원,0
연세푸른이비인후과의원,0
연이치과의원,0
타브로항외과의원,5
명진한의원,0
최소아청소년과의원,0
연세고운미의원,0
광덕안정365야간진료한의원,0
대림미치과의원,0
알에스다나재활의학과의원,0
대윤성형외과의원,0
영등포톡스앤필의원,0
연세디자인치과의원,0
신길퍼스트치과의원,0
민한의원,0
비엔에스신경외과의원,7
아산키즈소아청소년과의원,0
88신경외과의원,1
에이스여성의원,0
서울고운이치과의원,0
연세스마트치과의원,0
행복한아침내과의원,1
봄날한의원,0
노량진튼튼의원,0
강남경희한의원,0
연세공감정신건강의학과의원,0
이용을치과의원,0
닥터봉의원,0
상도이편한치과의원,0
엘림이비인후과의원,0
바른윤치과의원,0
상도성모정형외과의원,2
더자연치과의원,0
아산바른내과의원,0
이안한의원,0
삼정한의원,0
시너지치과의원,0
보라매삼성정형외과의원,0
하이치과의원,0
마음봄정신건강의학과의원,0
연세와이즈치과의원,0
서울더원플러스치과의원,0
동작성모이비인후과의원,0
율치과의원,0
동작고려의원,0
사당정형외과의원,0
동작샘이비인후과의원,2
더힐피부과의원,0
리본의원,0
수의원,0
예담신경외과의원,0
삼성유신경외과의원,0
하나의원,0
우성용 1 내과의원,0
올본신경외과의원,0
척척박사한의원,0
연세흉부외과의원,5
루빈여성의원,0
장승배기한의원,0
상도바른정형외과의원,0
연세네이버치과교정과 치과의원,0
연세맑은이비인후과의원,0
비엔이비인후과의원,0
한마음치과의원,0
365백세한의원,0
구나한의원,0
구재홍치과의원,0
마이닥터의원,0
올곧은한의원,0
광덕안정노량진한의원,10
상도제일정형외과의원,0
서울민플러스치과의원,0
상도한의원,0
새연세부부치과의원,0
이용국내과의원,0
경성의원,6
현대한의원,0
권택견치과의원,0
이선복치과의원,0
박안과의원,0
윤영윤치과의원,0
이춘식산부인과의원,7
윤치과의원,0
서울특별시동작구보건소,0
중국한의원,0
이화치과의원,0
예성의원,0
명의원,0
김윤섭피부과의원,0
이아름다운치과의원,0
보람의원,0
현성의원,0
이경림산부인과의원,0
강미자산부인과의원,0
경희제일한의원,0
라인업의원,0
미래탑내과의원,0
사당숲정신건강의학과의원,0
리뉴피부과의원,0
박홍석정신건강의학과의원,0
밝은빛한의원,0
삼성공감정신건강의학과의원,0
이수안심치과의원,0
경희참편한한의원,0
흑석성모안과의원,0
사계절내과의원,0
한양재활의학과의원,0
서울의료복지사회적협동조합우리네치과의원,0
서울김내과의원,0
예일의원,0
연세봄이오는치과의원,0
경희약손한의원,0
서울이안치과의원,0
라움치과의원,0
삼송도추한의원,0
문곡16형대추나무한의원,0
서울치항외과의원,10
문성한의원,0
윌튼치과의원,0
좋은꿈참사랑한의원 노량진점,0
경희당한의원,0
삼우의원,0
중앙치과의원,0
숭실의원,0
아이조은성모소아청소년과의원,0
경희노들한의원,0
서울안과의원,0
상도미치과의원,0
미체담한의원,0
맑은숲한의원,0
이한안과의원,0
함소아한의원,0
이나영피부과의원,0
정우리한의원,0
헌이줄께새이다오치과의원,0
이수CDC어린이치과의원,0
김수진내과의원,0
사랑을나누는의원,0
싱아치과의원,0
스타일미여성의원,0
이규성정형외과의원,24
연세우수의원,0
정다운외과의원,9
강남성모내과의원,0
한사랑의원,0
반마취통증의학과의원,0
연세안과의원,0
호산나치과의원,0
보라매한의원,0
삼성의원,0
에코이비인후과의원,1
서울소망의료소비자생활협동조합 서울소망의원,24
하나치과의원,0
정호현비뇨기과의원,0
손이비인후과의원,0
하늘빛치과의원,0
경희최종욱한의원,0
사랑방한의원,0
큰나무한의원,0
기쁨준내과의원,0
경희다원한의원,0
바른재활의학과의원,0
상도열린치과의원,0
상도연세정신건강의학과의원,0
바로나 마취통증의학과 의원,0
봄정신건강의학과의원,0
고운비체한의원,0
김범한의원,0
성모숲정신건강의학과의원,0
연세큐원피부과의원,0
나눔과더함이비인후과의원,0
조태환한의원,0
조태환정형외과의원,0
메이퓨어의원,0
미소앤유의원,0
명소아청소년과의원,0
이수정안과의원,0
이화한의원,0
연세w치과의원,0
하얀의원,0
명보한의원,0
좋은이웃치과의원,0
밝은얼굴의원,0
늘건강내과이비인후과의원,0
미앤서울치과의원,0
새사당의원,0
연세신나는아이치과의원,0
이원장의초록지붕의원,0
광덕안정한의원,20
상도행복한아이치과의원,0
다담한의원,0
세명내과의원,0
권혁철소아과의원,0
홍일한의원,0
장승한의원,0
서울유니언이비인후과의원,3
안정모치과의원,0
김종화이비인후과의원,0
365미소내과의원,0
연세마이뷰의원,0
연세하늘치과의원,0
하늘치과의원,0
스타일미의원,0
서울홍익한의원,0
김앤방여성의원,0
어울림치과의원,0
우리들강치과의원,0
영광한의원,0
서울뉴스마일치과의원,0
장세규한의원,0
금아치과의원,0
화이트연세치과의원,0
경희윤한의원,0
산수한의원,0
원광맥한의원,0
신앤범치과의원,0
진비뇨기과의원,0
임해성내과의원,0
연세엘라인치과의원,0
연세내과의원,0
미즈여성의원,0
연세조이의원,0
이영록내과의원,0
예일성모내과의원,0
사람과한의원,0
서울경희밸런스한의원,0
호치과의원,0
애플치과의원,0
플란시아치과의원,0
온마취통증의학과의원,2
이레한의원,0
더좋은치과의원,0
시카고아이치과의원,0
미소담치과의원,0
유영조내과의원,0
한마음한의원,0
신성치과의원,0
서울열린의원,0
김헌곤성형외과의원,2
명동안과의원,0
신윤내과의원,0
연세성모의원,0
함춘마취통증의학과의원,0
연세샘가정의원,0
서진치과의원,0
백신의원,0
아름다운미소치과의원,0
삼성가정의학과의원,0
상도연세치과의원,0
폴리한의원,0
웰플란트치과의원,0
미소치과의원,0
신농당한의원,0
성대경희한의원,0
강남가드비뇨기과의원,0
연세꿈사랑아이치과의원,0
연세한의원,0
경희한의원,0
뉴연세치과의원,0
마음누리정신건강의학과의원,0
서울영치과의원,0
이수세원한의원,0
조은내과의원,0
서울고치과의원,0
서울키즈소아청소년과의원,0
이경수서울치과의원,0
루카이비인후과의원,0
경희삼육오봄한의원,0
한빛정형외과의원,23
서울안치과의원,0
경희어울림한의원,0
김재룡한의원,0
프라임의원,0
서울민치과의원,0
제이든치과의원,0
장승배기경희한의원,0
이수시원한의원,0
굿모닝힐의원,0
이수스마트치과의원,0
퀴앤코플러스이비인후과의원,1
고이비인후과의원,0
하나한의원,0
행복한치과의원,0
엠치과의원,0
복음한의원,0
우리의원,0
우리들의원,0
서울치과의원,0
평제한의원,0
그린필치과의원,0
박신영정신건강의학과의원,0
정든의원,0
그린시카고치과의원,0
이지은산부인과의원,0
이수한의원,0
김용철외과의원,18
신이비인후과의원,0
송안과의원,0
김연두내과의원,0
하정훈소아청소년과의원,0
한현언성형외과의원,0
동작에스엔재활의학과의원,0
보람메트로피부과의원,0
보스톤청플란트치과의원,0
흑석경희한의원,0
천성한의원,15
김정훈한의원,0
연세자연의원,0
클린이비인후과의원,0
서울프라임치과의원,0
김동우한의원,0
연합소화내과의원,0
새하늘내과의원,0
바른신치과의원,0
주작나무한의원,0
코사랑이비인후과의원,0
연희산부인과의원,0
부부치과의원,0
이튼치과의원,0
강남성모정형외과의원,0
밝은봄소아청소년과의원,0
삼성드림내과의원,0
서울성모정형외과의원,0
e하임치과의원,0
오늘하루치과의원,0
박언규정신건강의학과의원,0
민생한의원,0
윤철희치과의원,0
이피부과의원,0
조내과의원,0
연세에이스치과의원,0
현대치과의원,0
동양한의원,0
오은정한의원,0
경희봄빛한의원,0
미르샘한의원,0
밀려오네서울재활의학과의원,0
중앙내과의원,0
서울본치과의원,0
서울정＆오치과의원,0
다나한의원,0
제이스타피부과의원,0
신항장외과의원,7
남서울한의원,0
해가든제통의원,0
한빛치과의원,0
김안과의원,0
노마취통증의학과의원,0
상도사랑가정의학과의원,0
동산한의원,0
후플란트치과의원,0
해통백세한의원,0
서울성모이비인후과의원,0
이수정신건강의학과의원,0
연세가정의학과의원,0
김준수치과의원,0
미즈필치과의원,0
윤수정의원,0
변재영정신건강의학과의원,0
침도한의원,0
한마음마취통증의학과의원,0
서울에스엔유(SNU)치과의원,0
연세미소그린치과의원,0
푸른정형외과의원,0
성대한의원,0
삼성열린내과의원,0
뉴타임의원,0
비체의원,0
이화산부인과의원,0
의료법인성석의료재단동작경희한의원,23
건강치과의원,0
미서울연세치과의원,0
라마르의원,0
보스톤치과의원,0
김재경한의원,0
서울대방내과의원,0
신유선한의원,0
건이비인후과의원,2
이수경희한의원,0
연세자연치과의원,0
미소본한의원,0
서동한의원,0
경희한가람한의원,0
남향한의원,0
김안과21의원,0
김두원한의원,0
드림이비인후과의원,4
서울뷰치과의원,0
다미의원,0
장대영정형외과의원,4
평생한의원,0
루이스산부인과의원,0
동행치과의원,0
오아로피부과의원,0
삼육오보람의원,0
서울에스치과의원,0
양진석내과의원,0
사당현대의원,0
은행나무한의원,0
명인치과의원,0
본치과의원,0
백이비인후과의원,0
이수연세이비인후과의원,0
오렌지이비인후과의원,0
밝은미소 치과의원,0
이앤이치과의원,0
가족사랑서울정신건강의학과의원,0
연세이비인후과의원,0
세종정신건강의학과의원,0
이앤이치과교정과치과의원,0
필립비뇨기과의원,0
전로원내과의원,0
이화사랑피부과의원,0
연세굿모닝치과의원,0
한동원한의원,0
최안과의원,0
안홍준내과의원,0
서울가정의원,0
연세재활의학과의원,0
임수환치과의원,0
정인설정형외과의원,21
백송치과의원,0
김정기정형외과의원,26
김영내과의원,0
배소아청소년과의원,0
티엘여성의원,0
미래열린치과의원,0
신안경희한의원,0
김민우치과의원,0
경해가정의원,0
보라치과의원,0
신원치과의원,0
삼성준소아청소년과의원,0
미앤미이희정치과의원,0
한라한의원,0
성노마취통증의학과의원,0
연세의원,0
이내과의원,0
청아치과의원,0
서문내과의원,0
홍소아청소년과의원,0
곽피부과의원,0
덕성한의원,0
사당한의원,0
세란치과의원,0
본디올경희한의원,0
장연복내과의원,0
연세피부과의원,0
형운준소아청소년과의원,0
신수재산부인과의원,4
연세부부치과의원,0
홍익한의원,0
한사랑치과의원,0
유동기치과의원,0
서울봄치과의원,0
양치과의원,0
연세로뎀치과의원,0
제일의원,0
박태군내과의원,0
나은치과의원,0
우리들치과의원,0
굿모닝치과의원,0
유내과의원,0
우소아청소년과의원,0
박이비인후과의원,0
남성의원,0
황인대치과의원,0
박이비인후과의원,0
신병철한의원,0
정영락의원,0
미담치과의원,0
누가한의원,0
장경진이비인후과의원,0
청담한의원,0
김과연치과의원,0
이호채내과의원,0
연세윤치과의원,0
드림아이안과의원,0
이사랑치과의원,0
김한욱치과의원,0
유라치과의원,0
모덕진치과의원,0
소망이비인후과의원,0
이수역경희온한의원,0
황산치과의원,0
고성원내과의원,0
최경희치과의원,0
이채숙치과의원,0
최영상의학과가정의학과의원,29
연세치과의원,0
세원소아청소년과의원,0
수치과의원,0
푸른경희한의원,0
하정한정형외과의원,16
서내과의원,0
서울탑비뇨기과의원,0
신우재한의원,0
제일한의원,0
조은치과의원,0
고석주정형외과의원,0
연세좋은치과의원,0
한빛연세내과의원,0
행복이머무는한의원,0
혜윤산부인과의원,0
성모정형외과의원,0
박성현피부과의원,0
참조은치과의원,0
정영복치과의원,0
이승진한의원,0
유광수내과의원,0
김치과의원,0
